Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2000Q2,0.040403571,1005.882866
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2000Q2,0.044977534,1893.308258
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2000Q2,0.056002257,2395.844252
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2000Q2,0.071109373,2174.167116
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2000Q2,0.063387647,2681.302121
Industry groups,Administrative and support services,SG01RSC04B01MN2,2000Q2,0.017244427,772.8379002
Industry groups,Local Government administration,SG01RSC04B01OO1,2000Q2,0.003600769,151.5422889
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2000Q2,0.033993984,1187.999343
Industry groups,Education and training,SG01RSC04B01PP1,2000Q2,0.042277496,2009.150886
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2000Q2,0.047653753,2013.517431
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2000Q2,0.015143,582.2870525
Industry groups,Other services,SG01RSC04B01RS2,2000Q2,0.018917083,743.6549731
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q2,0.068459317,2598.856456
Industry groups,Agriculture,SG01RSC04B01AA1,2000Q3,0.059448438,2132.411091
Industry groups,Forestry and logging,SG01RSC04B01AA2,2000Q3,0.008404241,239.0101929
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2000Q3,0.009678273,383.5979453
Industry groups,Mining,SG01RSC04B01BB1,2000Q3,0.011531675,678.3848742
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2000Q3,0.050941785,1361.734071
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2000Q3,0.007195256,253.8969844
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2000Q3,0.019348212,481.7202534
Industry groups,Printing,SG01RSC04B01CC4,2000Q3,0.00591894,201.7190234
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2000Q3,0.025512794,961.8497051
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2000Q3,0.004912749,198.052986
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2000Q3,0.016715196,702.339367
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2000Q3,0.019893059,893.2869184
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2000Q3,0.004604304,186.903736
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2000Q3,0.026446983,1288.575803
Industry groups,Construction,SG01RSC04B01EE1,2000Q3,0.042879517,1869.727655
Industry groups,Wholesale trade,SG01RSC04B01FF1,2000Q3,0.055252505,2265.497975
Industry groups,Retail trade,SG01RSC04B01GH1,2000Q3,0.044611586,1555.598377
Industry groups,Accommodation services,SG01RSC04B01GH2,2000Q3,0.019330577,763.7680121
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2000Q3,0.044203697,1638.095842
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2000Q3,0.040403571,1016.063818
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2000Q3,0.044977534,1909.482133
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2000Q3,0.056002257,2436.91123
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2000Q3,0.071109373,2183.002675
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2000Q3,0.063387647,2704.802589
Industry groups,Administrative and support services,SG01RSC04B01MN2,2000Q3,0.017244427,788.9691783
Industry groups,Local Government administration,SG01RSC04B01OO1,2000Q3,0.003600769,153.1667553
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2000Q3,0.033993984,1167.902451
Industry groups,Education and training,SG01RSC04B01PP1,2000Q3,0.042277496,2027.385982
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2000Q3,0.047653753,2082.463445
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2000Q3,0.015143,579.1129932
Industry groups,Other services,SG01RSC04B01RS2,2000Q3,0.018917083,739.7884021
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q3,0.068459317,2615.060947
Industry groups,Agriculture,SG01RSC04B01AA1,2000Q4,0.059448438,2111.036346
Industry groups,Forestry and logging,SG01RSC04B01AA2,2000Q4,0.008404241,241.7761651
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2000Q4,0.009678273,389.7889519
Industry groups,Mining,SG01RSC04B01BB1,2000Q4,0.011531675,709.7414578
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2000Q4,0.050941785,1388.943601
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2000Q4,0.007195256,222.4049507
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2000Q4,0.019348212,478.6133981
Industry groups,Printing,SG01RSC04B01CC4,2000Q4,0.00591894,199.2160045
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2000Q4,0.025512794,961.1407776
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2000Q4,0.004912749,197.1871779
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2000Q4,0.016715196,726.0633171
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2000Q4,0.019893059,928.9723919
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2000Q4,0.004604304,197.8523754
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2000Q4,0.026446983,1280.558714
Industry groups,Construction,SG01RSC04B01EE1,2000Q4,0.042879517,1785.631265
Industry groups,Wholesale trade,SG01RSC04B01FF1,2000Q4,0.055252505,2247.566376
Industry groups,Retail trade,SG01RSC04B01GH1,2000Q4,0.044611586,1560.572199
Industry groups,Accommodation services,SG01RSC04B01GH2,2000Q4,0.019330577,782.5773971
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2000Q4,0.044203697,1662.706747
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2000Q4,0.040403571,1019.703823
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2000Q4,0.044977534,1911.270601
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2000Q4,0.056002257,2470.300121
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2000Q4,0.071109373,2193.980907
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2000Q4,0.063387647,2682.888528
Industry groups,Administrative and support services,SG01RSC04B01MN2,2000Q4,0.017244427,797.3737713
Industry groups,Local Government administration,SG01RSC04B01OO1,2000Q4,0.003600769,156.1855194
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2000Q4,0.033993984,1186.207465
Industry groups,Education and training,SG01RSC04B01PP1,2000Q4,0.042277496,2047.485425
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2000Q4,0.047653753,2110.352464
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2000Q4,0.015143,599.9574617
Industry groups,Other services,SG01RSC04B01RS2,2000Q4,0.018917083,752.4966114
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2000Q4,0.068459317,2590.248011
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q1,0.059448438,2089.615375
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q1,0.008404241,247.3786838
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q1,0.009678273,369.7014822
Industry groups,Mining,SG01RSC04B01BB1,2001Q1,0.011531675,684.6426827
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q1,0.050941785,1333.019814
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q1,0.007195256,222.4861179
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q1,0.019348212,484.8228187
Industry groups,Printing,SG01RSC04B01CC4,2001Q1,0.00591894,214.3082745
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q1,0.025512794,965.519761
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q1,0.004912749,180.8889527
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q1,0.016715196,665.4472123
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q1,0.019893059,948.3177153
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q1,0.004604304,178.8100337
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q1,0.026446983,1262.777465
Industry groups,Construction,SG01RSC04B01EE1,2001Q1,0.042879517,1765.636595
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q1,0.055252505,2282.481216
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q1,0.044611586,1561.730729
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q1,0.019330577,785.1964054
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q1,0.044203697,1660.369023
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q1,0.040403571,1062.749083
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q1,0.044977534,1906.120867
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q1,0.056002257,2514.980178
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q1,0.071109373,2208.478077
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q1,0.063387647,2740.015102
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q1,0.017244427,808.2006141
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q1,0.003600769,157.6001811
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q1,0.033993984,1209.950392
Industry groups,Education and training,SG01RSC04B01PP1,2001Q1,0.042277496,2069.449496
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q1,0.047653753,2118.366504
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q1,0.015143,619.4157174
Industry groups,Other services,SG01RSC04B01RS2,2001Q1,0.018917083,770.9847169
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q1,0.068459317,2594.173585
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q2,0.062525507,2065.484619
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q2,0.007562602,254.4472092
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q2,0.009727228,387.7430318
Industry groups,Mining,SG01RSC04B01BB1,2001Q2,0.011053211,661.0320274
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q2,0.049403641,1427.912337
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q2,0.00670211,241.7989967
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q2,0.016339506,467.7927186
Industry groups,Printing,SG01RSC04B01CC4,2001Q2,0.005582654,217.5063073
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q2,0.026759901,958.9377276
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q2,0.004715234,197.0443459
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q2,0.016850424,730.8557089
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q2,0.021255352,935.6299877
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q2,0.004288584,195.0813007
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q2,0.025539584,1267.436979
Industry groups,Construction,SG01RSC04B01EE1,2001Q2,0.042609417,1868.606675
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q2,0.057745223,2328.014974
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q2,0.047623622,1585.046665
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q2,0.019588297,790.1199235
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q2,0.04360185,1708.726192
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q2,0.038809442,1076.392276
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q2,0.045886562,1906.013601
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q2,0.055834906,2558.617579
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q2,0.067645014,2226.753597
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q2,0.065464768,2812.691632
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q2,0.018036289,815.0957158
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q2,0.003585392,158.6811338
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q2,0.033657742,1222.146049
Industry groups,Education and training,SG01RSC04B01PP1,2001Q2,0.040456943,2092.57647
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q2,0.047943273,2088.773478
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q2,0.015740605,631.9572117
Industry groups,Other services,SG01RSC04B01RS2,2001Q2,0.019564119,785.8655067
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q2,0.067900996,2653.627809
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q3,0.062525507,2025.871251
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q3,0.007562602,264.9230581
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q3,0.009727228,386.4436469
Industry groups,Mining,SG01RSC04B01BB1,2001Q3,0.011053211,674.789965
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q3,0.049403641,1385.723115
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q3,0.00670211,222.4173818
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q3,0.016339506,465.8140353
Industry groups,Printing,SG01RSC04B01CC4,2001Q3,0.005582654,213.3950757
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q3,0.026759901,983.6823147
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q3,0.004715234,203.4170368
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q3,0.016850424,730.6344919
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q3,0.021255352,929.0276267
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q3,0.004288584,185.4143157
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q3,0.025539584,1196.833544
Industry groups,Construction,SG01RSC04B01EE1,2001Q3,0.042609417,1853.625646
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q3,0.057745223,2463.826609
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q3,0.047623622,1592.608815
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q3,0.019588297,797.2846677
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q3,0.04360185,1725.523132
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q3,0.038809442,1085.72812
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q3,0.045886562,1919.035123
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q3,0.055834906,2624.076487
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q3,0.067645014,2247.185712
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q3,0.065464768,2881.62352
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q3,0.018036289,834.0764899
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q3,0.003585392,158.7451407
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q3,0.033657742,1191.80309
Industry groups,Education and training,SG01RSC04B01PP1,2001Q3,0.040456943,2118.296755
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q3,0.047943273,2120.307631
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q3,0.015740605,640.098234
Industry groups,Other services,SG01RSC04B01RS2,2001Q3,0.019564119,807.1860971
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q3,0.067900996,2665.553202
Industry groups,Agriculture,SG01RSC04B01AA1,2001Q4,0.062525507,1985.53609
Industry groups,Forestry and logging,SG01RSC04B01AA2,2001Q4,0.007562602,265.9255308
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2001Q4,0.009727228,380.13588
Industry groups,Mining,SG01RSC04B01BB1,2001Q4,0.011053211,635.0840135
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2001Q4,0.049403641,1369.652928
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2001Q4,0.00670211,207.8983017
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2001Q4,0.016339506,478.9307645
Industry groups,Printing,SG01RSC04B01CC4,2001Q4,0.005582654,210.5143556
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q4,0.026759901,989.1274441
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q4,0.004715234,189.0179217
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q4,0.016850424,759.0338813
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q4,0.021255352,906.4204446
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q4,0.004288584,184.1149147
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q4,0.025539584,1225.235523
Industry groups,Construction,SG01RSC04B01EE1,2001Q4,0.042609417,1983.835309
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q4,0.057745223,2504.842422
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q4,0.047623622,1617.847136
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q4,0.019588297,803.0308047
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q4,0.04360185,1692.243692
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q4,0.038809442,1100.13377
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q4,0.045886562,1924.191475
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q4,0.055834906,2659.853214
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q4,0.067645014,2269.108003
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q4,0.065464768,3019.669131
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q4,0.018036289,877.2676287
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q4,0.003585392,160.0401225
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q4,0.033657742,1199.596315
Industry groups,Education and training,SG01RSC04B01PP1,2001Q4,0.040456943,2146.601411
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q4,0.047943273,2145.002834
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q4,0.015740605,662.123004
Industry groups,Other services,SG01RSC04B01RS2,2001Q4,0.019564119,824.3039052
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q4,0.067900996,2735.843057
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q1,0.062525507,2009.394755
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q1,0.007562602,260.1973929
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q1,0.009727228,395.8988315
Industry groups,Mining,SG01RSC04B01BB1,2002Q1,0.011053211,593.9175419
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q1,0.049403641,1361.742369
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q1,0.00670211,218.1682253
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q1,0.016339506,474.2582822
Industry groups,Printing,SG01RSC04B01CC4,2002Q1,0.005582654,208.6629767
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q1,0.026759901,967.2418657
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q1,0.004715234,196.4236038
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q1,0.016850424,767.8137479
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q1,0.021255352,896.4844451
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q1,0.004288584,188.2809342
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q1,0.025539584,1270.919158
Industry groups,Construction,SG01RSC04B01EE1,2002Q1,0.042609417,1900.240833
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q1,0.057745223,2516.441268
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q1,0.047623622,1655.418697
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q1,0.019588297,814.2915856
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q1,0.04360185,1788.038804
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q1,0.038809442,1116.956275
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q1,0.045886562,1926.118236
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q1,0.055834906,2732.06219
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q1,0.067645014,2292.542838
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q1,0.065464768,3052.066876
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q1,0.018036289,893.3919692
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q1,0.003585392,160.6007369
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q1,0.033657742,1219.34913
Industry groups,Education and training,SG01RSC04B01PP1,2002Q1,0.040456943,2177.479881
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q1,0.047943273,2142.380301
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q1,0.015740605,677.625682
Industry groups,Other services,SG01RSC04B01RS2,2002Q1,0.019564119,829.9573868
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.067900996,2750.609544
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q2,0.042538836,1990.851986
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q2,0.007332183,271.4691567
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q2,0.008659292,382.289034
Industry groups,Mining,SG01RSC04B01BB1,2002Q2,0.010924895,694.6860788
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q2,0.050451549,1410.66194
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q2,0.006775442,227.6229663
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q2,0.016419569,523.8726895
Industry groups,Printing,SG01RSC04B01CC4,2002Q2,0.005364746,209.1576484
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q2,0.028507025,1030.194182
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q2,0.005359098,204.601985
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q2,0.017016383,791.2838938
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q2,0.021017819,945.4869385
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q2,0.004606596,199.0180393
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q2,0.027359518,1278.862888
Industry groups,Construction,SG01RSC04B01EE1,2002Q2,0.044775514,1924.944601
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q2,0.053698333,2539.579331
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q2,0.050496294,1680.65943
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q2,0.018323018,822.2611557
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q2,0.045338939,1750.909375
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q2,0.040377586,1131.928617
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q2,0.047566766,1949.174856
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q2,0.058114812,2831.810862
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q2,0.068209096,2316.802036
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q2,0.067283309,3094.434658
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q2,0.018885107,898.3606436
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q2,0.00365789,161.3099692
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q2,0.033615909,1258.711633
Industry groups,Education and training,SG01RSC04B01PP1,2002Q2,0.041076777,2209.399823
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q2,0.048720284,2139.086525
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q2,0.016479263,676.1152756
Industry groups,Other services,SG01RSC04B01RS2,2002Q2,0.020224495,842.3365225
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q2,0.070823658,2789.449219
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q3,0.042538836,1942.976547
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q3,0.007332183,278.2733
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q3,0.008659292,381.2156475
Industry groups,Mining,SG01RSC04B01BB1,2002Q3,0.010924895,646.1241407
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q3,0.050451549,1657.364019
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q3,0.006775442,235.4636542
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q3,0.016419569,516.6303812
Industry groups,Printing,SG01RSC04B01CC4,2002Q3,0.005364746,205.8840618
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q3,0.028507025,966.5579934
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q3,0.005359098,209.4547775
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q3,0.017016383,790.0477206
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q3,0.021017819,942.5819816
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q3,0.004606596,210.2807996
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q3,0.027359518,1326.903784
Industry groups,Construction,SG01RSC04B01EE1,2002Q3,0.044775514,2054.005534
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q3,0.053698333,2292.124588
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q3,0.050496294,1689.750855
